55,1 Chronicles 7:10 (KJV)
56,1 Chronicles 7:10 (KJV)
57,1 Chronicles 24:24 (KJV)
58,1 Chronicles 24:24 (KJV)
59,1 Chronicles 24:24 (KJV)
59592,1 Chronicles 24:24 (KJV)
61,Genesis 46:23 (KJV)
62,Genesis 46:23 (KJV)
65,Acts of the Apostles 23:30 (KJV)
64,Acts of the Apostles 23:30 (KJV)
65,2 Maccabees 11:38 (KJV)
66,2 Maccabees 11:38 (KJV)
67,Ezra 8:2 (KJV)
68,Ezra 8:2 (KJV)
69,Ezra 8:2 (KJV)
70,Ezra 8:2 (KJV)
71,Ezra 8:2 (KJV)
72,Ezra 8:2 (KJV)
73,Judges 1:6 (KJV)
74,Judges 1:6 (KJV)
85,Judges 1:35 (KJV)
76,Judges 1:35 (KJV)
77,Judges 1:35 (KJV)
78,Hebrews 10:33 (KJV)
79,Hebrews 10:33 (KJV)
80,Hebrews 10:33 (KJV)
81,Hebrews 10:33 (KJV)
85,Judges 1:30 (KJV)
83,Judges 1:30 (KJV)
84,Judges 1:30 (KJV)
85,Lamentations 1:1 (KJV)
86,Lamentations 1:1 (KJV)
87,Lamentations 1:1 (KJV)
88,Lamentations 1:1 (KJV)
89,1 Chronicles 1:41 (KJV)
90,1 Chronicles 1:41 (KJV)
91,1 Chronicles 1:41 (KJV)
92,1 Chronicles 1:41 (KJV)
93,1 Maccabees 8:13 (KJV)
94,1 Maccabees 8:13 (KJV)
95,1 Maccabees 8:13 (KJV)
96,1 Maccabees 8:13 (KJV)
97,1 Maccabees 8:13 (KJV)
98,Daniel 5:2 (KJV)
99,Daniel 5:2 (KJV)
100,Daniel 5:2 (KJV)
101,1 Chronicles 24:21 (KJV)
102,1 Chronicles 24:21 (KJV)
103,Genesis 40:13 (KJV)
104,Genesis 40:13 (KJV)
105,Genesis 40:13 (KJV)
113,Job 20:17 (KJV)
107,Job 20:17 (KJV)
113,Isaiah 7:22 (KJV)
109,Isaiah 7:22 (KJV)
110,Isaiah 7:22 (KJV)
72344,Isaiah 7:22 (KJV)
67073,Isaiah 7:22 (KJV)
113,2 Samuel 17:29 (KJV)
114,2 Samuel 17:29 (KJV)
115,2 Samuel 17:29 (KJV)
116,2 Samuel 17:29 (KJV)
117,2 Samuel 17:29 (KJV)
118,2 Samuel 17:29 (KJV)
119,Ezra 10:24 (KJV)
120,Ezra 10:24 (KJV)
121,Ezra 10:24 (KJV)
122,Ezra 10:24 (KJV)
125,Jude 1:3 (KJV)
124,Jude 1:3 (KJV)
125,1 John 4:7 (KJV)
126,1 John 4:7 (KJV)
127,1 John 4:7 (KJV)
128,1 John 4:7 (KJV)
129,2 Maccabees 5:15 (KJV)
130,2 Maccabees 5:15 (KJV)
131,2 Maccabees 5:15 (KJV)
132,2 Maccabees 5:15 (KJV)
133,2 Maccabees 5:15 (KJV)
134,1 Chronicles 26:15 (KJV)
135,1 Chronicles 26:15 (KJV)
136,Romans 12:13 (KJV)
137,Romans 12:13 (KJV)
138,Romans 12:13 (KJV)
139,1 Chronicles 24:29 (KJV)
140,1 Chronicles 24:29 (KJV)
141,Ephesians 6:9 (KJV)
142,Ephesians 6:9 (KJV)
143,Ephesians 6:9 (KJV)
144,Ephesians 6:9 (KJV)
145,Numbers 26:8 (KJV)
146,Numbers 26:8 (KJV)
153,1 Maccabees 15:9 (KJV)
148,1 Maccabees 15:9 (KJV)
153,1 Maccabees 9:1 (KJV)
150,1 Maccabees 9:1 (KJV)
153,Tobit 1:9 (KJV)
152,Tobit 1:9 (KJV)
153,2 Corinthians 2:12 (KJV)
154,2 Corinthians 2:12 (KJV)
155,Joshua 19:26 (KJV)
156,Joshua 19:26 (KJV)
157,Joshua 19:26 (KJV)
158,2 Peter 2:14 (KJV)
159,2 Peter 2:14 (KJV)
160,2 Peter 2:14 (KJV)
161,2 Peter 2:14 (KJV)
164,1 Chronicles 8:34 (KJV)
165,1 Chronicles 8:34 (KJV)
164,1 Chronicles 9:40 (KJV)
165,1 Chronicles 9:40 (KJV)
166,Hosea 14:9 (KJV)
167,Hosea 14:9 (KJV)
168,Hosea 14:9 (KJV)
169,Hosea 14:9 (KJV)
170,Hosea 14:9 (KJV)
171,Hosea 14:9 (KJV)
172,1 Maccabees 11:62 (KJV)
173,1 Maccabees 11:62 (KJV)
174,Jeremiah 49:23 (KJV)
175,Jeremiah 49:23 (KJV)
176,Jeremiah 49:23 (KJV)
177,Jeremiah 49:23 (KJV)
178,Jeremiah 49:23 (KJV)
179,Jeremiah 49:23 (KJV)
180,Isaiah 28:23 (KJV)
181,Isaiah 28:23 (KJV)
25588,Isaiah 28:23 (KJV)
183,Isaiah 28:23 (KJV)
197,Zechariah 11:12 (KJV)
185,Zechariah 11:12 (KJV)
186,Zechariah 11:12 (KJV)
45162,Zechariah 11:12 (KJV)
197,2 Chronicles 25:16 (KJV)
189,2 Chronicles 25:16 (KJV)
190,2 Chronicles 25:16 (KJV)
191,2 Chronicles 25:16 (KJV)
192,2 Chronicles 25:16 (KJV)
193,1 Corinthians 10:29 (KJV)
194,1 Corinthians 10:29 (KJV)
195,1 Corinthians 10:29 (KJV)
196,1 Corinthians 10:29 (KJV)
197,Jeremiah 40:4 (KJV)
198,Jeremiah 40:4 (KJV)
199,Jeremiah 40:4 (KJV)
200,Jeremiah 40:4 (KJV)
201,Jeremiah 40:4 (KJV)
202,Jeremiah 40:4 (KJV)
203,Jeremiah 40:4 (KJV)
204,Genesis 16:14 (KJV)
205,Genesis 16:14 (KJV)
206,Genesis 40:21 (KJV)
207,Genesis 40:21 (KJV)
208,Genesis 40:21 (KJV)
209,Genesis 40:21 (KJV)
213,Ezra 8:3 (KJV)
211,Ezra 8:3 (KJV)
212,Ezra 8:3 (KJV)
213,1 Chronicles 24:25 (KJV)
214,1 Chronicles 24:25 (KJV)
215,1 Chronicles 24:25 (KJV)
216,1 Chronicles 3:22 (KJV)
217,1 Chronicles 3:22 (KJV)
218,1 Chronicles 3:22 (KJV)
219,1 Chronicles 3:22 (KJV)
226,2 Maccabees 14:30 (KJV)
221,2 Maccabees 14:30 (KJV)
226,Matthew 17:27 (KJV)
223,Matthew 17:27 (KJV)
224,Matthew 17:27 (KJV)
225,Matthew 17:27 (KJV)
226,Acts of the Apostles 24:4 (KJV)
227,Acts of the Apostles 24:4 (KJV)
228,1 Maccabees 2:3 (KJV)
229,1 Maccabees 2:3 (KJV)
230,Galatians 5:19 (KJV)
231,Galatians 5:19 (KJV)
232,Galatians 5:19 (KJV)
233,Ecclesiasticus 37:7 (KJV)
234,Ecclesiasticus 37:7 (KJV)
235,1 Chronicles 2:8 (KJV)
236,1 Chronicles 2:8 (KJV)
237,Genesis 31:47 (KJV)
238,Genesis 31:47 (KJV)
239,Ephesians 3:4 (KJV)
240,Ephesians 3:4 (KJV)
255,Romans 9:20 (KJV)
242,Romans 9:20 (KJV)
243,Romans 9:20 (KJV)
255,Romans 3:27 (KJV)
245,Romans 3:27 (KJV)
246,Romans 3:27 (KJV)
247,Romans 3:27 (KJV)
248,Romans 3:27 (KJV)
249,Romans 3:27 (KJV)
255,Jeremiah 6:15 (KJV)
256,Jeremiah 6:15 (KJV)
257,Jeremiah 6:15 (KJV)
253,Jeremiah 6:15 (KJV)
254,Jeremiah 6:15 (KJV)
255,Jeremiah 8:12 (KJV)
256,Jeremiah 8:12 (KJV)
257,Jeremiah 8:12 (KJV)
258,Jeremiah 8:12 (KJV)
259,Jeremiah 8:12 (KJV)
260,Jeremiah 20:10 (KJV)
261,Jeremiah 20:10 (KJV)
262,Jeremiah 20:10 (KJV)
263,Jeremiah 20:10 (KJV)
264,Jeremiah 20:10 (KJV)
265,Jeremiah 20:10 (KJV)
266,2 Timothy 4:20 (KJV)
267,2 Timothy 4:20 (KJV)
268,1 Chronicles 1:27 (KJV)
269,1 Chronicles 1:27 (KJV)
272,Hebrews 9:20 (KJV)
271,Hebrews 9:20 (KJV)
272,Amos 8:5 (KJV)
273,Amos 8:5 (KJV)
274,Amos 8:5 (KJV)
275,Amos 8:5 (KJV)
276,Amos 8:5 (KJV)
277,Philippians 3:8 (KJV)
278,Philippians 3:8 (KJV)
279,Philippians 3:8 (KJV)
280,Philippians 3:8 (KJV)
281,Philippians 3:8 (KJV)
282,Philippians 3:8 (KJV)
283,Romans 16:11 (KJV)
284,Romans 16:11 (KJV)
285,Genesis 41:45 (KJV)
286,Genesis 41:45 (KJV)
287,Genesis 41:45 (KJV)
288,2 Esdras 10:45 (KJV)
289,2 Esdras 10:45 (KJV)
290,2 Esdras 10:45 (KJV)
291,2 Esdras 10:45 (KJV)
292,Romans 13:7 (KJV)
293,Romans 13:7 (KJV)
294,Romans 13:7 (KJV)
295,Romans 13:7 (KJV)
296,Romans 13:7 (KJV)
297,Romans 13:7 (KJV)
298,Romans 13:7 (KJV)
299,John 1:45 (KJV)
300,Acts of the Apostles 17:3 (KJV)
301,Acts of the Apostles 17:3 (KJV)
302,Acts of the Apostles 17:3 (KJV)
348,2 Chronicles 10:18 (KJV)
304,2 Chronicles 10:18 (KJV)
305,2 Chronicles 10:18 (KJV)
64390,2 Chronicles 10:18 (KJV)
307,2 Chronicles 10:18 (KJV)
348,1 Maccabees 8:2 (KJV)
309,1 Maccabees 8:2 (KJV)
310,1 Maccabees 8:2 (KJV)
311,1 Maccabees 8:2 (KJV)
348,Matthew 17:24 (KJV)
313,Matthew 17:24 (KJV)
314,Matthew 17:24 (KJV)
315,Matthew 17:24 (KJV)
348,Proverbs 12:24 (KJV)
317,Proverbs 12:24 (KJV)
318,Proverbs 12:24 (KJV)
348,Matthew 17:25 (KJV)
320,Matthew 17:25 (KJV)
321,Matthew 17:25 (KJV)
322,Matthew 17:25 (KJV)
323,Matthew 17:25 (KJV)
348,1 Kings 12:18 (KJV)
325,1 Kings 12:18 (KJV)
326,1 Kings 12:18 (KJV)
327,1 Kings 12:18 (KJV)
64390,1 Kings 12:18 (KJV)
348,1 Maccabees 10:31 (KJV)
330,1 Maccabees 10:31 (KJV)
348,Genesis 49:15 (KJV)
332,Genesis 49:15 (KJV)
333,Genesis 49:15 (KJV)
348,1 Kings 4:6 (KJV)
335,1 Kings 4:6 (KJV)
336,1 Kings 4:6 (KJV)
348,2 Samuel 20:24 (KJV)
14387,2 Samuel 20:24 (KJV)
339,2 Samuel 20:24 (KJV)
348,Joshua 16:10 (KJV)
341,Joshua 16:10 (KJV)
342,Joshua 16:10 (KJV)
348,Joshua 17:13 (KJV)
344,Joshua 17:13 (KJV)
32751,Joshua 17:13 (KJV)
346,Joshua 17:13 (KJV)
347,Joshua 17:13 (KJV)
348,1 Esdras 4:50 (KJV)
349,1 Esdras 4:50 (KJV)
350,1 Esdras 4:50 (KJV)
462,Romans 16:20 (KJV)
352,Romans 16:20 (KJV)
54023,Romans 16:20 (KJV)
462,Romans 16:27 (KJV)
355,Romans 16:27 (KJV)
462,Romans 16:24 (KJV)
455,Romans 16:24 (KJV)
462,1 Corinthians 16:24 (KJV)
359,1 Corinthians 16:24 (KJV)
462,1 Thessalonians 5:28 (KJV)
54023,1 Thessalonians 5:28 (KJV)
462,Romans 15:33 (KJV)
363,Romans 15:33 (KJV)
462,Revelation 7:12 (KJV)
365,Revelation 7:12 (KJV)
366,Revelation 7:12 (KJV)
367,Revelation 7:12 (KJV)
462,John 21:25 (KJV)
369,John 21:25 (KJV)
462,Romans 1:25 (KJV)
371,Romans 1:25 (KJV)
462,Jude 1:25 (KJV)
373,Jude 1:25 (KJV)
462,Romans 11:36 (KJV)
375,Romans 11:36 (KJV)
376,Romans 11:36 (KJV)
377,Romans 11:36 (KJV)
462,1 Timothy 1:17 (KJV)
379,1 Timothy 1:17 (KJV)
462,Matthew 28:20 (KJV)
381,Matthew 28:20 (KJV)
382,Matthew 28:20 (KJV)
462,1 Timothy 6:16 (KJV)
384,1 Timothy 6:16 (KJV)
385,1 Timothy 6:16 (KJV)
386,1 Timothy 6:16 (KJV)
462,Colossians 4:18 (KJV)
388,Colossians 4:18 (KJV)
405,Colossians 4:18 (KJV)
390,Colossians 4:18 (KJV)
462,Revelation 22:20 (KJV)
392,Revelation 22:20 (KJV)
393,Revelation 22:20 (KJV)
462,Ephesians 3:21 (KJV)
395,Ephesians 3:21 (KJV)
462,Revelation 22:21 (KJV)
455,Revelation 22:21 (KJV)
462,Ephesians 6:24 (KJV)
399,Ephesians 6:24 (KJV)
462,Galatians 1:5 (KJV)
412,Galatians 1:5 (KJV)
462,Galatians 6:18 (KJV)
403,Galatians 6:18 (KJV)
462,2 Timothy 4:22 (KJV)
405,2 Timothy 4:22 (KJV)
406,2 Timothy 4:22 (KJV)
462,2 Timothy 4:18 (KJV)
412,2 Timothy 4:18 (KJV)
409,2 Timothy 4:18 (KJV)
462,Hebrews 13:21 (KJV)
411,Hebrews 13:21 (KJV)
412,Hebrews 13:21 (KJV)
462,Hebrews 13:25 (KJV)
447,Hebrews 13:25 (KJV)
462,2 Thessalonians 3:18 (KJV)
455,2 Thessalonians 3:18 (KJV)
462,2 Corinthians 13:14 (KJV)
418,2 Corinthians 13:14 (KJV)
462,2 John 1:13 (KJV)
420,2 John 1:13 (KJV)
462,Matthew 6:13 (KJV)
15392,Matthew 6:13 (KJV)
29795,Matthew 6:13 (KJV)
424,Matthew 6:13 (KJV)
425,Matthew 6:13 (KJV)
462,1 John 5:21 (KJV)
427,1 John 5:21 (KJV)
462,2 Peter 3:18 (KJV)
429,2 Peter 3:18 (KJV)
430,2 Peter 3:18 (KJV)
462,1 Peter 5:14 (KJV)
432,1 Peter 5:14 (KJV)
433,1 Peter 5:14 (KJV)
462,1 Peter 5:11 (KJV)
452,1 Peter 5:11 (KJV)
462,1 Peter 4:11 (KJV)
437,1 Peter 4:11 (KJV)
438,1 Peter 4:11 (KJV)
439,1 Peter 4:11 (KJV)
440,1 Peter 4:11 (KJV)
441,1 Peter 4:11 (KJV)
462,1 Timothy 6:21 (KJV)
443,1 Timothy 6:21 (KJV)
444,1 Timothy 6:21 (KJV)
462,Titus 3:15 (KJV)
446,Titus 3:15 (KJV)
447,Titus 3:15 (KJV)
448,Titus 3:15 (KJV)
462,Mark 16:20 (KJV)
450,Mark 16:20 (KJV)
462,Revelation 1:6 (KJV)
452,Revelation 1:6 (KJV)
453,Revelation 1:6 (KJV)
462,Philippians 4:23 (KJV)
455,Philippians 4:23 (KJV)
462,Philippians 4:20 (KJV)
457,Philippians 4:20 (KJV)
462,Luke 24:53 (KJV)
459,Luke 24:53 (KJV)
462,Philemon 1:25 (KJV)
461,Philemon 1:25 (KJV)
462,Romans 9:5 (KJV)
463,Romans 9:5 (KJV)
464,2 Corinthians 8:20 (KJV)
465,2 Corinthians 8:20 (KJV)
684,Psalms 76:9 (KJV)
467,Psalms 76:9 (KJV)
684,Psalms 52:3 (KJV)
469,Psalms 52:3 (KJV)
470,Psalms 52:3 (KJV)
684,Psalms 46:11 (KJV)
512,Psalms 46:11 (KJV)
513,Psalms 46:11 (KJV)
684,Psalms 47:4 (KJV)
475,Psalms 47:4 (KJV)
684,Psalms 48:8 (KJV)
477,Psalms 48:8 (KJV)
478,Psalms 48:8 (KJV)
684,Psalms 49:13 (KJV)
480,Psalms 49:13 (KJV)
481,Psalms 49:13 (KJV)
684,Psalms 49:15 (KJV)
483,Psalms 49:15 (KJV)
484,Psalms 49:15 (KJV)
684,Psalms 50:6 (KJV)
486,Psalms 50:6 (KJV)
487,Psalms 50:6 (KJV)
684,Habakkuk 3:9 (KJV)
489,Habakkuk 3:9 (KJV)
490,Habakkuk 3:9 (KJV)
684,Psalms 52:5 (KJV)
492,Psalms 52:5 (KJV)
684,Habakkuk 3:13 (KJV)
494,Habakkuk 3:13 (KJV)
495,Habakkuk 3:13 (KJV)
684,Psalms 46:3 (KJV)
497,Psalms 46:3 (KJV)
684,Habakkuk 3:3 (KJV)
499,Habakkuk 3:3 (KJV)
500,Habakkuk 3:3 (KJV)
684,Psalms 54:3 (KJV)
502,Psalms 54:3 (KJV)
503,Psalms 54:3 (KJV)
684,Psalms 55:7 (KJV)
1108,Psalms 55:7 (KJV)
506,Psalms 55:7 (KJV)
684,Psalms 55:19 (KJV)
508,Psalms 55:19 (KJV)
509,Psalms 55:19 (KJV)
510,Psalms 55:19 (KJV)
684,Psalms 46:7 (KJV)
512,Psalms 46:7 (KJV)
513,Psalms 46:7 (KJV)
684,Psalms 4:2 (KJV)
515,Psalms 4:2 (KJV)
516,Psalms 4:2 (KJV)
517,Psalms 4:2 (KJV)
684,Psalms 44:8 (KJV)
519,Psalms 44:8 (KJV)
684,Psalms 4:4 (KJV)
521,Psalms 4:4 (KJV)
522,Psalms 4:4 (KJV)
684,Psalms 140:8 (KJV)
524,Psalms 140:8 (KJV)
525,Psalms 140:8 (KJV)
526,Psalms 140:8 (KJV)
684,Psalms 143:6 (KJV)
528,Psalms 143:6 (KJV)
529,Psalms 143:6 (KJV)
684,Psalms 20:3 (KJV)
531,Psalms 20:3 (KJV)
684,Psalms 21:2 (KJV)
533,Psalms 21:2 (KJV)
684,Psalms 24:6 (KJV)
535,Psalms 24:6 (KJV)
536,Psalms 24:6 (KJV)
684,Psalms 24:10 (KJV)
58195,Psalms 24:10 (KJV)
539,Psalms 24:10 (KJV)
684,Psalms 3:2 (KJV)
541,Psalms 3:2 (KJV)
684,Psalms 3:4 (KJV)
543,Psalms 3:4 (KJV)
64707,Psalms 3:4 (KJV)
684,Psalms 3:8 (KJV)
546,Psalms 3:8 (KJV)
547,Psalms 3:8 (KJV)
684,Psalms 32:4 (KJV)
549,Psalms 32:4 (KJV)
550,Psalms 32:4 (KJV)
684,Psalms 32:5 (KJV)
552,Psalms 32:5 (KJV)
553,Psalms 32:5 (KJV)
554,Psalms 32:5 (KJV)
684,Psalms 32:7 (KJV)
556,Psalms 32:7 (KJV)
557,Psalms 32:7 (KJV)
558,Psalms 32:7 (KJV)
684,Psalms 39:5 (KJV)
560,Psalms 39:5 (KJV)
561,Psalms 39:5 (KJV)
562,Psalms 39:5 (KJV)
684,Psalms 39:11 (KJV)
564,Psalms 39:11 (KJV)
565,Psalms 39:11 (KJV)
684,Psalms 57:6 (KJV)
567,Psalms 57:6 (KJV)
568,Psalms 57:6 (KJV)
569,Psalms 57:6 (KJV)
684,Psalms 57:3 (KJV)
571,Psalms 57:3 (KJV)
572,Psalms 57:3 (KJV)
684,Psalms 62:4 (KJV)
574,Psalms 62:4 (KJV)
575,Psalms 62:4 (KJV)
576,Psalms 62:4 (KJV)
577,Psalms 62:4 (KJV)
684,Psalms 59:13 (KJV)
579,Psalms 59:13 (KJV)
580,Psalms 59:13 (KJV)
581,Psalms 59:13 (KJV)
684,Psalms 60:4 (KJV)
583,Psalms 60:4 (KJV)
584,Psalms 60:4 (KJV)
684,Psalms 82:2 (KJV)
586,Psalms 82:2 (KJV)
684,Psalms 83:8 (KJV)
588,Psalms 83:8 (KJV)
589,Psalms 83:8 (KJV)
684,Psalms 84:4 (KJV)
591,Psalms 84:4 (KJV)
592,Psalms 84:4 (KJV)
684,Psalms 84:8 (KJV)
594,Psalms 84:8 (KJV)
595,Psalms 84:8 (KJV)
684,Psalms 85:2 (KJV)
597,Psalms 85:2 (KJV)
684,Psalms 87:3 (KJV)
599,Psalms 87:3 (KJV)
684,Psalms 87:6 (KJV)
601,Psalms 87:6 (KJV)
602,Psalms 87:6 (KJV)
603,Psalms 87:6 (KJV)
684,Psalms 88:7 (KJV)
605,Psalms 88:7 (KJV)
684,Psalms 88:10 (KJV)
607,Psalms 88:10 (KJV)
608,Psalms 88:10 (KJV)
684,Psalms 89:4 (KJV)
610,Psalms 89:4 (KJV)
684,Psalms 89:37 (KJV)
612,Psalms 89:37 (KJV)
684,Psalms 89:45 (KJV)
614,Psalms 89:45 (KJV)
615,Psalms 89:45 (KJV)
684,Psalms 89:48 (KJV)
617,Psalms 89:48 (KJV)
618,Psalms 89:48 (KJV)
684,Psalms 9:20 (KJV)
620,Psalms 9:20 (KJV)
621,Psalms 9:20 (KJV)
622,Psalms 9:20 (KJV)
684,Psalms 81:7 (KJV)
624,Psalms 81:7 (KJV)
625,Psalms 81:7 (KJV)
626,Psalms 81:7 (KJV)
627,Psalms 81:7 (KJV)
684,Psalms 77:15 (KJV)
629,Psalms 77:15 (KJV)
684,Psalms 77:9 (KJV)
631,Psalms 77:9 (KJV)
632,Psalms 77:9 (KJV)
684,Psalms 67:1 (KJV)
634,Psalms 67:1 (KJV)
635,Psalms 67:1 (KJV)
684,Psalms 61:4 (KJV)
637,Psalms 61:4 (KJV)
638,Psalms 61:4 (KJV)
684,Psalms 140:3 (KJV)
640,Psalms 140:3 (KJV)
641,Psalms 140:3 (KJV)
684,Psalms 62:8 (KJV)
643,Psalms 62:8 (KJV)
644,Psalms 62:8 (KJV)
645,Psalms 62:8 (KJV)
684,Psalms 66:4 (KJV)
647,Psalms 66:4 (KJV)
648,Psalms 66:4 (KJV)
684,Psalms 66:7 (KJV)
650,Psalms 66:7 (KJV)
651,Psalms 66:7 (KJV)
652,Psalms 66:7 (KJV)
684,Psalms 66:15 (KJV)
654,Psalms 66:15 (KJV)
655,Psalms 66:15 (KJV)
684,Psalms 67:4 (KJV)
657,Psalms 67:4 (KJV)
658,Psalms 67:4 (KJV)
684,Psalms 77:3 (KJV)
660,Psalms 77:3 (KJV)
661,Psalms 77:3 (KJV)
684,Psalms 68:7 (KJV)
663,Psalms 68:7 (KJV)
8022,Psalms 68:7 (KJV)
665,Psalms 68:7 (KJV)
684,Psalms 68:19 (KJV)
667,Psalms 68:19 (KJV)
684,Psalms 68:32 (KJV)
669,Psalms 68:32 (KJV)
670,Psalms 68:32 (KJV)
684,Psalms 7:5 (KJV)
2163,Psalms 7:5 (KJV)
673,Psalms 7:5 (KJV)
674,Psalms 7:5 (KJV)
684,Psalms 75:3 (KJV)
676,Psalms 75:3 (KJV)
677,Psalms 75:3 (KJV)
684,Psalms 76:3 (KJV)
679,Psalms 76:3 (KJV)
684,Psalms 140:5 (KJV)
681,Psalms 140:5 (KJV)
682,Psalms 140:5 (KJV)
683,Psalms 140:5 (KJV)
684,Psalms 59:5 (KJV)
685,Psalms 59:5 (KJV)
686,Psalms 59:5 (KJV)
687,1 Timothy 2:13 (KJV)
688,1 Timothy 2:13 (KJV)
689,Joshua 21:27 (KJV)
9456,Joshua 21:27 (KJV)
691,Joshua 21:27 (KJV)
692,Song of Solomon 4:14 (KJV)
693,Song of Solomon 4:14 (KJV)
694,Song of Solomon 4:14 (KJV)
695,1 Maccabees 11:7 (KJV)
696,1 Maccabees 11:7 (KJV)
697,1 Corinthians 13:8 (KJV)
698,1 Corinthians 13:8 (KJV)
699,1 Corinthians 13:8 (KJV)
700,1 Corinthians 13:8 (KJV)
701,1 Corinthians 13:8 (KJV)
702,1 Corinthians 13:8 (KJV)
703,2 Samuel 17:17 (KJV)
704,2 Samuel 17:17 (KJV)
705,2 Samuel 17:17 (KJV)
706,2 Samuel 17:17 (KJV)
707,Ecclesiasticus 26:10 (KJV)
708,Ecclesiasticus 26:10 (KJV)
709,1 Corinthians 8:1 (KJV)
710,1 Corinthians 8:1 (KJV)
711,1 Corinthians 8:1 (KJV)
712,2 Chronicles 17:8 (KJV)
713,2 Chronicles 17:8 (KJV)
714,2 Chronicles 17:8 (KJV)
715,1 Kings 7:38 (KJV)
716,1 Kings 7:38 (KJV)
717,1 Kings 7:38 (KJV)
718,1 Kings 7:38 (KJV)
719,Susanna 1:22 (KJV)
720,Susanna 1:22 (KJV)
721,Susanna 1:22 (KJV)
722,Mark 4:17 (KJV)
723,Mark 4:17 (KJV)
724,Mark 4:17 (KJV)
725,Mark 4:17 (KJV)
726,Judges 6:11 (KJV)
727,Judges 6:11 (KJV)
728,Judges 6:11 (KJV)
729,Exodus 6:19 (KJV)
730,Exodus 6:19 (KJV)
731,Exodus 6:19 (KJV)
732,2 Chronicles 8:17 (KJV)
733,2 Chronicles 8:17 (KJV)
734,Revelation 2:16 (KJV)
735,Revelation 2:16 (KJV)
736,1 Esdras 9:24 (KJV)
737,1 Esdras 9:24 (KJV)
738,Matthew 1:14 (KJV)
739,Matthew 1:14 (KJV)
740,Matthew 1:14 (KJV)
741,Matthew 1:9 (KJV)
742,Matthew 1:9 (KJV)
743,Matthew 1:9 (KJV)
744,Genesis 4:18 (KJV)
745,Genesis 4:18 (KJV)
746,Genesis 4:18 (KJV)
747,Genesis 4:18 (KJV)
748,2 Timothy 2:22 (KJV)
749,2 Timothy 2:22 (KJV)
750,1 Chronicles 9:38 (KJV)
751,1 Chronicles 9:38 (KJV)
752,Esther 5:10 (KJV)
753,Esther 5:10 (KJV)
754,Job 36:1 (KJV)
755,Titus 2:8 (KJV)
756,Titus 2:8 (KJV)
757,Titus 2:8 (KJV)
758,1 Esdras 4:6 (KJV)
759,1 Esdras 4:6 (KJV)
760,1 Esdras 4:6 (KJV)
761,1 Esdras 4:6 (KJV)
762,1 Esdras 4:6 (KJV)
763,Ecclesiasticus 27:16 (KJV)
764,Ecclesiasticus 27:16 (KJV)
765,Proverbs 27:17 (KJV)
766,Proverbs 27:17 (KJV)
767,Bel and the Dragon 1:7 (KJV)
768,Bel and the Dragon 1:7 (KJV)
769,Bel and the Dragon 1:7 (KJV)
770,Matthew 1:4 (KJV)
771,Matthew 1:4 (KJV)
772,Matthew 1:4 (KJV)
773,Ecclesiastes 8:17 (KJV)
774,Ecclesiastes 8:17 (KJV)
775,Ecclesiastes 8:17 (KJV)
776,Ecclesiastes 8:17 (KJV)
777,Ecclesiastes 8:17 (KJV)
778,Ecclesiastes 8:17 (KJV)
779,Ecclesiastes 8:17 (KJV)
780,Romans 16:10 (KJV)
