A02883,182,In-Text,0,Romans 3,,Rom 3
A02883,196,In-Text,0,Acts 13,,Act 13
A02883,201,In-Text,0,Romans 10,,Ro 10
A02883,202,In-Text,0,Acts 11,,Actes 11
A02883,209,In-Text,0,1 Corinthians 15,,1 Corint 15
A02883,210,In-Text,0,Job 19,,Iob 19
A02883,213,In-Text,0,Ezekiel 35,,Ezech 35
A02883,215,In-Text,0,Daniel 12,,Daniel 12
A02883,218,In-Text,0,Matthew 22,,Matt 22
A02883,220,In-Text,0,1 Corinthians 15.1,,1 Corint 15 1
A02883,223,In-Text,0,1 Corinthians 15.1,,1 Corint 15 1
A02883,226,In-Text,0,1 Corinthians 15,,1 Cor 15
A02883,231,In-Text,0,Daniel 12,,Daniel 12
A02883,232,In-Text,0,Hosea 13.1,,Oseas 13 1
A02883,233,In-Text,0,Ezekiel 33.1,,"Ezechiel 33 , 1"
A02883,236,In-Text,0,Isaiah 66,,Esai 66
A02883,240,In-Text,0,John 17,,Iohn 17
A02883,244,In-Text,0,Psalms 31,,Psal 31
A02883,246,In-Text,0,Matthew 25,,Matt 25
A02883,247,In-Text,0,Romans 5,,Roma 5
A02883,251,In-Text,0,John 3,,Iohn 3
A02883,256,In-Text,0,1 Corinthians 13,,1 Cor 13
A02883,271,In-Text,0,Matthew 28,,Matt 28
