B01083,208,0,1,Luke 14,,Luc 14
B01083,219,0,0,1 Timothy 5,,1 Tim 5
B01083,243,0,0,Romans ^,,Rom ^
B01083,244,0,0,1 Corinthians 1,,1 Cor 1
B01083,268,0,0,Psalms 13,,Psal 13
B01083,268,0,1,Psalms ^1,,Psal ^1
B01083,268,0,2,Psalms 29.*; Psalms 29.3,,Psa 29 * 3
B01083,273,0,0,Isaiah 1^,,Esay 1^
B01083,273,0,1,Matthew 1^,,Math 1^
B01083,273,0,2,Mark 7,,Mar 7
B01083,291,0,0,Job ^0,,Io^ ^0
B01083,295,0,0,Leviticus 2,,Leuit 2
B01083,322,0,0,1 Peter ^,,1 Pet ^
B01083,322,0,1,Colossians ^,,Colo ^
B01083,323,0,0,Ephesians 5.6,,Ephe 5 6
B01083,323,0,1,2 Peter 3,,2 Pet 3
B01083,324,0,0,Ephesians 6,,Ephe 6
B01083,325,0,0,Ephesians 6,,Ephe 6
B01083,327,0,0,Ephesians 6,,Eph 6
B01083,327,0,1,Colossians 3,,Colo 3
B01083,329,0,0,Ephesians 6,,Eph 6
B01083,329,0,1,Colossians ^,,Colo ^
B01083,351,0,0,Ephesians 4,,Ephe 4
A00392,22,0,0,Luke 1,,Luc 1
A00392,30,0,0,Matthew 25,,Mat 25
A00392,30,1,0,Luke 1,,Luc 1
A00392,32,0,0,Luke 1,,Luc 1
A00392,61,0,0,Job 2,,Io 2
A00392,68,0,0,Ephesians 5,,Ephes 5
A00392,69,0,0,Ezekiel 44,,Ezech 44
A00392,72,0,0,1 Corinthians 2,,1 Cor 2
A00392,72,1,0,Job 15,,Io 15
A00392,72,2,0,1 Corinthians 12,,1 cor 12
A00392,72,3,0,Job 17,,Io 17
A00392,74,0,0,1 Corinthians 17,,1 Cori 17
A00392,74,1,0,Ephesians 5,,Ephes 5
A00392,74,2,0,1 Peter 3,,1 Pe 3
A00392,74,3,0,Colossians 3,,Coll 3
A00392,74,4,0,1 Peter 3,,1 Pe 3
A00609,21,0,0,Psalms 102,,Psalm 102
A00609,23,0,0,Psalms 143,,Psal 143
A00609,31,0,0,Job 7,,Iob 7
A00609,37,0,0,Hebrews 9,,Hebre 9
A00609,54,0,0,Psalms 89,,Psal 89
A00609,112,0,0,John 10,,Iohn 10
A00609,112,1,0,Exodus 32,,Exod 32
A00609,112,2,0,Romans 9,,Roma 9
A00609,116,0,0,John 10,,Ioan 10
A00609,131,1,0,Ephesians 5,,Ephes 5
A00609,134,0,0,Ephesians 5,,Ephes 5
A00609,138,0,0,Ephesians 6,,Ephesi 6
A00609,141,0,0,Ephesians 6,,Ephes 6
