A02883,419,0,Matthew 26,,Matth 26
A02883,423,0,Luke 21,,Luke 21
A02883,433,0,Isaiah 66,,Esai 66
A02883,436,0,Corinthians 5,,Cor 5
A02883,507,0,Romans 3,,Rom 3
A02883,521,0,Acts 13,,Act 13
A02883,526,0,Romans 10,,Ro 10
A02883,527,0,Acts 11,,Actes 11
A02883,534,0,1 Corinthians 15,,1 Corint 15
A02883,535,0,Job 19,,Iob 19
A02883,538,0,Ezekiel 35,,Ezech 35
A02883,540,0,Daniel 12,,Daniel 12
A02883,543,0,Matthew 22,,Matt 22
A02883,545,0,1 Corinthians 15.1,,1 Corint 15 1
A02883,548,0,1 Corinthians 15.1,,1 Corint 15 1
A02883,551,0,1 Corinthians 15,,1 Cor 15
A02883,556,0,Daniel 12,,Daniel 12
A02883,557,0,Hosea 13.1,,Oseas 13 1
A02883,558,0,Ezekiel 33.1,,"Ezechiel 33 , 1"
A02883,561,0,Isaiah 66,,Esai 66
A02883,565,0,John 17,,Iohn 17
A02883,569,0,Psalms 31,,Psal 31
A02883,571,0,Matthew 25,,Matt 25
A02883,572,0,Romans 5,,Roma 5
A02883,576,0,John 3,,Iohn 3
A02883,581,0,1 Corinthians 13,,1 Cor 13
A02883,596,0,Matthew 28,,Matt 28
A02883,621,0,Genesis 16,,Gene 16
A02883,625,0,1 Corinthians 11,,1 Corint 11
A02883,637,0,1 Corinthians 15,,1 Cor 15
A03519,251,0,Galatians 5,,Gal 5
A03628,16,0,Ephesians 5,,Ephe 5
A03628,16,1,1 Corinthians 6,,1 Cor 6
A03628,18,0,John 3,,Joan 3
A03628,24,0,John 3,,Joan 3
A03628,30,0,Genesis 3,,Gene 3
A03628,30,1,Isaiah 53,,Esa 53
A03628,30,2,Matthew 1.11,,Matthew 1 11
A03628,30,3,John 1.3; John 4.5,,Joh 1 3 4 5
A03628,30,4,1 John 1.2,,1 Johan 1 2
A03628,33,0,Genesis 49,,Gene 49
A03628,33,1,Deuteronomy 31,,Deuter 31
A03628,33,2,Joshua 23.3,,Josua 23 3
A03628,33,3,Revelation 2,,Re 2
A03628,55,0,Matthew 27,,Mathewe 27
A03628,55,1,Luke 23,,Luke 23
A03628,57,0,Psalms 3,,Psal 3
A03628,67,0,2 Timothy 3,,2 Tymo 3
A03628,87,0,John 5,,John 5
A03628,88,0,Luke 16,,Luc 16
A03628,94,0,1 Corinthians 15,,1 Corin 15
A03628,95,0,Hebrews 9,,Ebre 9
A03628,98,0,Ephesians 2,,Ephe 2
A03628,110,0,Acts 1,,Actu 1
A03628,125,0,Galatians 6,,Gal 6
A03628,125,1,2 Corinthians 5,,2 Corint 5
A03628,130,0,Genesis 3,,Gene 3
A03628,130,1,Isaiah 53,,Esa 53
A03628,130,2,Ephesians 2,,Ephe 2
A03628,131,0,Isaiah 1,,Esa 1
A04510,105,0,Corinthians 7,,Cori 7
A04598,35,0,Genesis 2,,Gene 2
A04598,185,0,Revelation 14,,Apoc 14
A04598,193,0,John 16,,Ioan 16
A04598,209,0,Philippians 1,,Phil 1
A04598,210,0,Acts 7,,Acto 7
A04598,212,0,Luke 23,,Luce 23
A04598,216,0,Luke 16,,Luce 16
A04598,224,0,John 14,,Ioan 14
A04598,242,0,John 8,,Ioan 8
A05156,271,0,Luke 12,,Luc 12
A05156,705,0,Ecclesiastes 5,,Ecclesia 5
A05158,8,0,Matthew 22,,Mathewe 22
A05390,231,0,Corinthians 11,,Cor 11
A05394,384,0,Esther 58,,Es 58
A05397,48,0,2 Corinthians 2,,2 Cor 2
A05397,177,0,Romans 13,,Rom 13
A05397,198,0,Matthew 25,,Mathewe 25
A05397,252,0,Kings 3.17,,3 Reg 3 17
A05397,269,0,Isaiah 5,,Esaye 5
A06329,1,0,Psalms 129,,Psalm 129
A06330,587,0,Acts 8,,Actu 8
A06508,55,0,Psalms 51,,Psalm 51
A06508,100,0,Psalms 16,,Psalme 16
A06508,126,0,1 Corinthians 15,,1 Cor 15
A06508,141,0,1 Corinthians 15,,1 Cor 15
A06508,284,0,1 Corinthians 15,,1 Cor 15
A06508,313,0,John 20,,Iohan 20
A06508,493,0,Romans 3; Romans 4,,Rom 3 & 4
A06508,493,1,Galatians 3,,galat 3
A06508,507,0,Jeremiah 5,,Iere 5
A06508,578,0,John 20,,Iohn 20
A06508,586,0,1 Corinthians 15,,1 Corin 15
A06508,605,0,Isaiah 56,,Esa 56
A06508,607,0,Psalms 96,,Psal 96
A06508,624,0,Isaiah 25,,Esa 25
A06508,626,0,Isaiah 9,,Esa 9
A06508,627,0,John 11.1,,Iohn 11 1
A06508,630,0,John 5,,Iohn 5
A06508,637,0,John 11,,Iohn 11
A06508,640,0,John 11,,Iohn 11
A06508,641,0,Matthew 9,,Matthew 9
A06508,649,0,1 Corinthians 15,,1 Corin 15
A06508,651,0,1 Corinthians 15,,1 Corin 15
A06508,653,0,Matthew 10,,Math 10
A06508,659,0,1 Corinthians 6,,1 Cor 6
A06510,0,0,Matthew 18,,Mathewe 18
A06510,126,0,Luke 12,,Luc 12
A06520,218,0,1 Timothy 5,,1 Timoth 5
A06520,250,0,Timothy 5,,Timoth 5
A06532,13,0,Ezekiel 9,,Ezech 9
A06532,13,1,Revelation 7,,Apoca 7
A06532,34,0,1 Corinthians 11,,1 Cor 11
A06532,50,0,Isaiah 57,,Esay 57
A06532,51,0,Job 3,,Io 3
A06532,67,0,Romans 8,,Rom 8
A06532,68,0,Exodus 37,,Exod 37
A06532,69,0,Deuteronomy 32,,Deuter 32
A06532,71,0,Matthew 23,,Mat 23
A06532,71,1,Kings 3.3,,3 Reg 3 3
A06532,87,0,Luke 16,,Luce 16
A06532,91,0,Romans 8,,Roma 8
A06532,100,0,1 Corinthians 10,,1 Cor 10
A06532,109,0,Acts 7,,Actu 7
A06532,191,0,Matthew 5,,Math 5
A06532,192,0,John 5,,Ioh 5
A06532,193,0,John 7,,Ioh 7
A06532,217,0,Luke 12,,Luce 12
A06532,265,0,John 15,,Ioh 15
A06532,278,0,Jeremiah 17,,Ierem 17
A06532,285,0,Matthew 18,,Mathe 18
A06532,288,0,Psalms 33,,Psal 33
A07584,2321,0,Matthew 12,,Mathewe 12
A07584,2342,0,Hebrews 6,,hebre 6
A07584,2353,0,Genesis 27,,genesis 27
A07584,2497,0,Matthew 17,,Mathewe 17
A07584,2514,0,Exodus 30,,exodi 30
A07584,2514,1,Kings 3.19,,3 regu 3 19
A07584,2612,0,Luke 10,,Luce 10
A07584,2647,0,Isaiah 5,,Ysaye 5
A08442,1,0,Thessalonians 100.5,,THE 100 5
A08444,597,0,Judges 12,,iudge 12
A08444,666,0,Thessalonians 18,,Th 18
A08445,211,0,Judges 12,,iudge 12
A08445,808,0,Judges 12,,iudge 12
A08463,49,0,Matthew 7,,Mathew 7
A08463,190,0,Matthew 6,,Mat 6
A08560,14,0,Ezekiel 9,,Ezech 9
A08560,14,1,Revelation 7,,Apoca 7
A08560,39,0,1 Corinthians 11,,1 Cor 11
A08560,55,0,Isaiah 57,,Esa 57
A08560,56,0,Job 3,,Io 3
A08560,59,0,Exodus 37,,Exodi 37
A08560,60,0,Deuteronomy 32,,Deutero 32
A08560,63,0,Matthew 23,,Mat 23
A08560,63,1,Kings 3.3,,3 Reg 3 3
A08560,79,0,Luke 16,,Luce 16
A08560,83,0,Romans 8,,Roma 8
A08560,93,0,1 Corinthians 10,,1 Cor 10
A08560,99,0,Acts 7,,Actu 7
A08560,185,0,Matthew 5,,Math 5
A08560,186,0,John 5,,Ioh 5
A08560,187,0,John 7,,Ioh 7
A08560,210,0,Luke 12,,Luce 12
A08560,243,0,Jeremiah 17,,Ieremye 17
A08560,250,0,Matthew 18,,Mathe 18
A09505,2,0,Mark 26.14,,Marc 26 14
A09505,2,1,Luke 22,,Luce 22
A09505,2,2,1 Corinthians 11,,1 Cor 11
A09505,192,0,Matthew 36,,Math 36
A09505,192,1,Mark 14,,Marc 14
A09505,192,2,Luke 22,,Luce 22
A09505,192,3,1 Corinthians 11,,1 Cor 11
A09505,969,0,Corinthians 11,,Corinthyans 11
A09505,1170,0,Hebrews 8,,Hebrews 8
A09915,0,0,Matthew 1550.13,,Math 1550 13
A09915,62,0,Isaiah 55,,Esai 55
A09915,74,0,Revelation 21,,Apo 21
A09915,120,0,John 6,,Ioh 6
A09915,133,0,John 6,,Ioh 6
A09915,207,0,John 16,,Iohn 16
A09915,316,0,Matthew 20,,Mat 20
A09915,382,0,Romans 3,,Ro 3
A11581,57,0,Matthew 19,,Mat 19
A11581,186,0,1 Corinthians 6,,1 Cor 6
A14014,242,0,Judges 12,,iudge 12
A14354,302,0,1 Corinthians 8.9; 1 Corinthians 8.10,,1 Cor 8 9 & 10
A14813,0,0,Romans 12,,Roma 12
A14813,338,0,Romans 12,,Roma 12
A15556,0,0,Luke 16,,Luce 16
A16026,140,0,John 19,,Iohes 19
A16033,97,0,Judith 100,,iudic 100
A16033,115,0,Matthew 9,,Math 9
A16033,138,0,Matthew 25; Matthew 1,,Math 25 & 1
A16033,200,0,Luke 11,,Luc 11
A16033,203,0,Matthew 16,,Math 16
A16033,203,1,Job 6,,Io 6
A16033,204,0,John 6.31,,Ioh 6 31
A16033,231,0,Exodus 100,,Exod 100
A16033,241,0,Job 19,,Io 19
A16033,246,0,Exodus 100,,ex 100
A16033,297,0,Leviticus 19; Leviticus 31,,Leuit 19 & 31
A16033,313,0,Hosea 21,,ho 21
A16033,334,0,Hebrews 10,,Hebre 10
A16033,382,0,Revelation 100,,re 100
A16033,384,0,Job 41,,Iob 41
A16091,170,0,John 20,,Ihon 20
A16091,228,0,Luke 2,,Luc 2
A16091,267,0,Matthew 11,,Math 11
A16091,388,0,John 15,,Ihon 15
A16091,554,0,Matthew 21,,Mat 21
A16091,665,0,Matthew 20,,Mathew 20
A16091,721,0,Matthew 9,,Math 9
A16091,765,0,Luke 10,,Luc 10
A16091,965,0,Luke 10,,Luke 10
A16091,1046,0,John 15,,Ihon 15
A16091,1117,0,Matthew 5,,Mat 5
A16091,1245,0,Matthew 19,,Mat 19
A16091,1341,0,John 11,,Ihon 11
A16366,18,0,Matthew ***.*,,"Mathe *** , *"
A16590,1,0,Acts 17,,Actes 17
A16590,1,1,Exodus 3,,Exod 3
A16590,42,0,Revelation 5,,Apoca 5
A16590,46,0,Isaiah 43.1,,Esay 43 1
A16590,49,0,Hebrews 2,,Heb 2
A16590,55,0,2 Corinthians 7,,2 Cor 7
A16590,78,0,Acts 11.2,,Acte 11 2
A16590,78,1,Timothy 2,,Timo 2
A16590,137,0,Numbers 14,,Num 14
A16590,138,0,Leviticus 24,,Leu 24
A16590,138,1,Numbers 13,,Num 13
A16590,187,0,1 Corinthians 11,,1 Corinth 11
A16590,216,0,Matthew 11,,Mat 11
A16590,309,0,John 13,,Iohn 13
A16590,330,0,Psalms 3,,Psalm 3
A16590,334,0,Galatians 5,,Gal 5
A16590,339,0,Romans 8,,Rom 8
A16590,339,1,Galatians 5,,Gala 5
A16698,587,0,Psalms 77,,Psal 77
A16945,2,0,Mark 5,,Mar 5
A16945,19,0,Corinthians 11,,cor 11
A16945,46,0,Matthew 5,,Math 5
A16945,94,0,Isaiah 5,,Esai 5
A16945,98,0,Matthew 16,,Mat 16
A16945,243,0,Matthew 9,,Mat 9
A16945,268,0,Matthew 9,,Math 9
A16945,290,0,Exodus 1,,ex 1
A16945,304,0,Matthew 19,,Mat 19
A16945,316,0,Hosea 9,,Ho 9
A16945,317,0,Timothy 5,,Timo 5
A16945,361,0,Revelation 10,,Re 10
A16945,394,0,Canticles 6,,Canti 6
A16945,407,0,Matthew 25,,Mat 25
A17223,41,0,Jeremiah 5,,Ieremy 5
A17223,90,0,Deuteronomy 20,,deu 20
A17223,134,0,Romans 13,,rom 13
A17223,147,0,Romans 16.2,,Rom 16 2
A17223,171,0,Exodus 21,,Exo 21
A17223,171,1,Psalms 82,,Psal 82
A17223,172,0,Romans 13,,Ro 13
A17223,172,1,1 Peter 2,,1 Pet 2
A17223,175,0,Proverbs 16,,prouer 16
A17223,176,0,Ecclesiastes 8,,Ecclesi 8
A17223,179,0,1 Timothy 2,,1 Timo 2
A17223,179,1,Jeremiah 29,,Ierem 29
A17223,181,0,Revelation 30,,Apo 30
A19564,259,0,Matthew 18,,Mathew 18
A19564,631,0,Matthew 3,,Mathewe 3
A19564,1285,0,Matthew 28,,mat 28
A19564,1285,1,Mark 16,,Mar 16
A19564,1420,0,John 20,,Iohn 20
A19564,1547,0,Matthew 26.100,,Mat 26 100
A19564,1547,1,Mark 14.100,,Mar 14 100
A19564,1547,2,Luke 22,,Luc 22
A19564,1547,3,John 6; John 13,,Iohn 6 & 13
A19564,1547,4,1 Corinthians 11.100,,1 Cor 11 100
A21119,36,0,Acts 6,,Act 6
A21119,47,0,Matthew 5,,Matth 5
A21119,47,1,Galatians 5,,Gala 5
A21119,63,0,Luke 16,,Luc 16
A21119,65,0,Luke 6,,Luk 6
A21119,68,0,1 Timothy 6,,1 Timo 6
A21119,74,0,Luke 6,,Luc 6
A21119,77,0,Genesis 25,,Gene 25
A21119,82,0,Romans 8,,Rom 8
A21119,84,0,Luke 16,,Luc 16
A21119,124,0,1 Corinthians 3,,1 Corin 3
A21119,124,1,Psalms 118,,Psal 118
A21119,126,0,Isaiah 7,,Esay 7
A21119,129,0,Romans 10,,Ro 10
A21119,131,0,1 John 2,,1 Ioh 2
A21119,144,0,Psalms 48,,Psal 48
A21119,149,0,Ezekiel 3,,Ezech 3
A21119,170,0,2 Timothy 2,,2 Tim 2
A21119,183,0,Romans 8,,Rom 8
A21119,184,0,Genesis 6,,Gene 6
A21119,189,0,Psalms 2,,Psal 2
A21119,191,0,John 11,,Ioh 11
A21119,200,0,Numbers 11.100,,number 11 100
A21119,206,0,Proverbs 21,,Pro 21
A21119,229,0,Galatians 5,,Gala 5
A21119,235,0,Galatians 5,,Gala 5
A21119,237,0,1 Peter 2,,1 Pet 2
A21119,258,0,John 11,,Ioh 11
A21119,267,0,Psalms 15,,Psal 15
A21119,271,0,Exodus 3,,Exod 3
A21119,272,0,Matthew 22,,Mat 22
A21119,283,0,Jude 11,,Iud 11
A21119,290,0,2 Kings 16,,2 Reg 16
A21119,299,0,Exodus 18,,Exo 18
A21119,314,0,Proverbs 21,,Prouerb 21
A21119,335,0,Jude 40,,Iuda 40
A21119,364,0,Hebrews 11,,Heb 11
A21119,379,0,Romans 10.1,,Roma 10 1
A21119,404,0,Matthew 13,,Mat 13
A21119,417,0,1 Timothy 2,,1 Tim 2
A21119,428,0,Titus 2,,Tit 2
A21119,431,0,Acts 18,,Act 18
A21119,445,0,1 Corinthians 8,,1 Corin 8
A21119,467,0,Job 6,,Io 6
A21119,508,0,Matthew 22,,Mat 22
A21119,513,0,1 Corinthians 8,,1 Cor 8
A21119,529,0,Exodus 31,,Exo 31
A21119,542,0,Ephesians 6,,Ephe 6
A21119,550,0,Isaiah 11,,Esay 11
A21119,576,0,Luke 2,,Luke 2
A21119,599,0,John 15,,Ioh 15
A21119,604,0,John 8,,Ioh 8
A21119,617,0,Romans 8,,Ro 8
A21119,623,0,Acts 2,,Act 2
A21119,630,0,Jude 11,,Iud 11
A21119,635,0,1 Kings 23,,1 Reg 23
A21119,648,0,Romans 9,,Roma 9
A21119,655,0,Galatians 3,,Gala 3
A21119,656,0,Deuteronomy 21,,Deute 21
A21119,668,0,Luke 9,,Luke 9
A21119,679,0,1 Timothy 2,,1 Tim 2
A21119,684,0,Proverbs 3,,Prouerb 3
A21119,685,0,2 Corinthians 9,,2 Corin 9
A21119,687,0,Matthew 25,,Math 25
A21119,694,0,Matthew 10,,Math 10
A21119,701,0,John 12,,Iohn 12
A21119,741,0,Proverbs 28,,Prouer 28
A21119,760,0,Genesis 6,,Genesis 6
A21119,764,0,Genesis 11,,Genesis 11
A21119,817,0,Psalms 33,,Psal 33
A21119,817,1,1 Timothy 6.1,,1 Timo 6 1
A21119,826,0,Exodus 9.1,,Exod 9 1
A21119,860,0,Psalms 18,,Psalm 18
A21119,894,0,1 Corinthians 12,,1 Corin 12
A21119,912,0,Philippians 2,,Phili 2
A21119,922,0,Hebrews 11,,Hebre 11
A21119,930,0,1 Peter 3,,1 Pet 3
A21119,935,0,Psalms 118,,psal 118
A21119,1010,0,John 8,,Iohn 8
A21119,1017,0,Romans 5,,Roma 5
A21119,1020,0,Isaiah 11,,Esay 11
A21119,1027,0,Zechariah 9,,zacha 9
A21119,1031,0,Hosea 13,,Osee 13
A21119,1047,0,Micah 2,,Mich 2
A21119,1052,0,2 Corinthians 5,,2 Cor 5
A21119,1055,0,Romans 2,,Roma 2
A21119,1079,0,Numbers 12,,number 12
A21119,1097,0,Genesis 26,,Gene 26
A21119,1128,0,Hebrews 10,,Hebr 10
A21119,1132,0,Hebrews 9,,Heb 9
A21119,1156,0,Acts 15,,Act 15
A21119,1156,1,Numbers 6,,number 6
A21119,1164,0,Matthew 5,,Mat 5
A21119,1217,0,Matthew 15,,Math 15
A21119,1217,1,Matthew 23,,Math 23
A21119,1219,0,Psalms 57,,Psa 57
A21119,1230,0,1 Corinthians 12,,1 Corin 12
A21119,1242,0,1 Corinthians 9,,1 Corin 9
A21119,1270,0,Mark 3,,Marc 3
A21119,1276,0,Exodus 3,,Exo 3
A21119,1278,0,Isaiah 6,,Esai 6
A21119,1282,0,Hebrews 3,,Heb 3
A21119,1286,0,Numbers 27,,Nu 27
A21119,1290,0,2 Corinthians 11,,2 Cor 11
A21119,1295,0,Ecclesiastes 49,,Eccl 49
A21119,1305,0,Acts 10,,Act 10
A21119,1320,0,Isaiah 7,,Esay 7
A21119,1323,0,Acts 22,,Act 22
A21119,1339,0,Galatians 2,,Gal 2
A21119,1363,0,Galatians 3,,Galath 3
A21119,1375,0,Acts 19,,Act 19
A21119,1377,0,1 Corinthians 15,,1 Cor 15
A21119,1383,0,Matthew 22,,Math 22
A21119,1385,0,John 6,,Ioh 6
A21119,1386,0,John 15,,Ioh 15
A21119,1392,0,Romans 7,,Roman 7
A21119,1396,0,1 Kings 9,,1 Reg 9
A21119,1402,0,Romans 8,,Rom 8
A21119,1406,0,Galatians 5,,Gala 5
A21119,1406,1,1 Thessalonians 5,,1 Thessa 5
A21119,1412,0,Romans 7,,Roman 7
A21119,1427,0,Hebrews 12,,Heb 12
A21119,1440,0,Psalms 38.1,,Psalm 38 1
A21119,1496,0,Job 13,,Iob 13
A21119,1521,0,Matthew 13,,Math 13
A21119,1532,0,Luke 11,,Luke 11
A21119,1536,0,1 John 5,,1 Iohn 5
A21119,1539,0,1 Timothy 6,,1 Tim 6
A21119,1560,0,Ecclesiastes 27,,Eccle 27
A21119,1563,0,Proverbs 27,,Pro 27
A21119,1573,0,Leviticus 17,,Leuit 17
A21119,1574,0,Ezekiel 45,,Ezech 45
A21119,1583,0,Matthew 25,,Math 25
A21119,1584,0,Isaiah 26,,Esa 26
A21119,1597,0,Matthew 13,,Math 13
A21119,1599,0,Psalms 79,,Psal 79
A21119,1615,0,Matthew 18,,Math 18
A21119,1628,0,2 Corinthians 2,,2 Cor 2
A21119,1634,0,Isaiah 26,,Esa 26
A21119,1637,0,John 16,,Ioh 16
A21119,1637,1,Proverbs 13,,pro 13
A21119,1670,0,Matthew 5,,Mat 5
A21119,1680,0,Romans 9,,Roman 9
A21119,1689,0,Matthew 20,,Math 20
A21119,1693,0,Romans 9,,Rom 9
A21119,1705,0,Psalms 33,,Psal 33
A21119,1712,0,Matthew 15,,Mat 15
A21119,1728,0,John 17,,Ioh 17
A21119,1739,0,Hebrews 2,,Heb 2
A21119,1741,0,1 Corinthians 10,,1 Cor 10
A21119,1753,0,Job 3,,Io 3
A21119,1774,0,Isaiah 40,,Esa 40
A21119,1780,0,Romans 5,,Roma 5
A21119,1782,0,John 3,,Iohn 3
A21119,1786,0,Matthew 19,,Mathewe 19
A21119,1788,0,Matthew 15,,Math 15
A21119,1793,0,Luke 5,,Luke 5
A21119,1793,1,Mark 2,,Mark 2
A21119,1800,0,Matthew 18,,Math 18
A21119,1819,0,Genesis 33,,Gen 33
A21119,1831,0,Genesis 30,,Gen 30
A21119,1836,0,Joshua 8,,Iosue 8
A21119,1837,0,Joshua 7,,Iosue 7
A21119,1842,0,2 Kings 20,,2 Reg 20
A21119,1846,0,1 Kings 21,,1 Reg 21
A21119,1863,0,Ecclesiastes 41,,Ecclesiast 41
A21119,1864,0,Proverbs 22,,Pro 22
A21119,1871,0,Ecclesiastes 28,,Eccle 28
A21119,1884,0,Hebrews 6,,Heb 6
A21119,1887,0,Hebrews 5,,Heb 5
A21119,1891,0,1 Corinthians 3,,1 Cor 3
A21119,1902,0,Proverbs 16,,Prouerb 16
A21119,1925,0,Psalms 117,,Psal 117
A21119,1936,0,Matthew 21,,Mat 21
A21119,1958,0,Matthew 21,,Math 21
A21119,1969,0,Luke 2,,Luke 2
A21119,1980,0,Matthew 11,,Mat 11
A21119,1994,0,Matthew 12,,Mat 12
A21119,2005,0,Matthew 12,,Math 12
A21119,2018,0,Isaiah 28,,Esa 28
A21119,2033,0,Romans 10,,Ro 10
A21119,2057,0,Revelation 21,,Apo 21
A21119,2067,0,Exodus 19,,Exod 19
A21119,2081,0,Psalms 13,,Psa 13
A21119,2084,0,Philippians 2,,Phil 2
A21119,2096,0,Proverbs 16,,Prouer 16
A21119,2103,0,Romans 12,,Rom 12
A21119,2114,0,Acts 13,,Act 13
A21119,2117,0,1 Timothy 3,,1 Timo 3
A21119,2120,0,1 Timothy 5,,1 Tim 5
A21119,2132,0,Titus 2,,Titus 2
A21119,2136,0,Hebrews 11,,Heb 11
A21119,2142,0,Matthew 5,,Mat 5
A21119,2154,0,1 Timothy 6,,1 Timo 6
A21119,2168,0,Ecclesiastes 22,,Eccle 22
A21119,2175,0,Ecclesiastes 33,,Eccle 33
A21119,2187,0,Hebrews 13,,Hebre 13
A21119,2196,0,Galatians 5,,Gala 5
A21119,2199,0,Romans 7,,Rom 7
A21119,2237,0,Proverbs 6,,Prouer 6
A21119,2258,0,Romans 13,,Ro 13
A21119,2277,0,Acts 5,,Actu 5
A21119,2281,0,Mark 22,,Mar 22
A21119,2287,0,Romans 13,,Rom 13
